IBGE;NU_IDENTIFICADOR;q55_3;q55_9;q55_10;q55_11;q55_12;q55_13;q55_14;IBGE7;UF;Regiao;Município;areaKm2;Pop_total_2022;Porte_pop2022;Q_incompleto;q7;DataCenso;DataCenso_2023;d55_2_Faixas_etarias;d55_9;d55_11;d55_9bin1;d55_9bin2;d55_9bin3;d55_10bin1;d55_10bin2;d55_10bin3;d55_10bin4;d55_10bin5;d55_11bin1;d55_11bin2;d55_11bin3;d55_11bin4;d55_9bin1_sum;d55_9bin2_sum;d55_9bin3_sum;d55_10bin1_sum;d55_10bin2_sum;d55_10bin3_sum;d55_10bin4_sum;d55_10bin5_sum;d55_11bin1_sum;d55_11bin2_sum;d55_11bin3_sum;d55_11bin4_sum;nu_trabalhadores
432000;4,32E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;16/05/2023;4320008;Rio Grande do Sul;Região Sul;Sapucaia do Sul;58,309;132107;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;2;;1;;;1;1;;1;;2
432100;4,321E+12;Feminino;Superior Completo;Assistente Social;Outro vínculo não permanente;Técnico(a) de nível superior;De 21 a 30 horas semanais;02/05/2023;4321006;Rio Grande do Sul;Região Sul;Tapera;179,662;10592;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;2;;1;;;1;1;;;1;2
432100;4,321E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Coordenador(a);De 11 a 20 horas semanais;28/07/2015;4321006;Rio Grande do Sul;Região Sul;Tapera;179,662;10592;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;2;;1;;;1;1;;;1;2
432120;4,3212E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Coordenador(a);De 31 a 40 horas semanais;01/02/2022;4321204;Rio Grande do Sul;Região Sul;Taquara;457,881;53240;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;4;1;1;;;2;3;;1;;4
432120;4,3212E+12;Feminino;Superior Completo;Assistente Social;Comissionada(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;15/02/2022;4321204;Rio Grande do Sul;Região Sul;Taquara;457,881;53240;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Comissionado;;;Nível Superior;;Assistente Social;;;;;;Comissionado;;;;4;1;1;;;2;3;;1;;4
432120;4,3212E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 11 a 20 horas semanais;28/03/2022;4321204;Rio Grande do Sul;Região Sul;Taquara;457,881;53240;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;4;1;1;;;2;3;;1;;4
432120;4,3212E+12;Masculino;Superior Completo;Pedagoga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;15/06/2023;4321204;Rio Grande do Sul;Região Sul;Taquara;457,881;53240;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;Pedagogo;;;;;Servidor Estatutário;;;;;;4;1;1;;;2;3;;1;;4
432240;4,3224E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;18/04/2022;4322400;Rio Grande do Sul;Região Sul;Uruguaiana;5703,586;117210;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;2;;1;;;1;;;;2;2
432240;4,3224E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;13/07/2022;4322400;Rio Grande do Sul;Região Sul;Uruguaiana;5703,586;117210;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;2;;1;;;1;;;;2;2
500025;5,00025E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/08/2019;5000252;Mato Grosso do Sul;Região Centro Oeste;Alcinópolis;4399,681;4537;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;3;;2;;;1;1;;;2;3
500025;5,00025E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;14/07/2014;5000252;Mato Grosso do Sul;Região Centro Oeste;Alcinópolis;4399,681;4537;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;3;;2;;;1;1;;;2;3
500025;5,00025E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Coordenador(a);De 21 a 30 horas semanais;07/04/2021;5000252;Mato Grosso do Sul;Região Centro Oeste;Alcinópolis;4399,681;4537;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;3;;2;;;1;1;;;2;3
500100;5,001E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;Mais de 44 horas semanais;31/08/2021;5001003;Mato Grosso do Sul;Região Centro Oeste;Aparecida do Taboado;2750,15;27674;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;3;1;1;;;1;2;;;1;3
500100;5,001E+12;Masculino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;Mais de 44 horas semanais;23/08/2022;5001003;Mato Grosso do Sul;Região Centro Oeste;Aparecida do Taboado;2750,15;27674;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;3;1;1;;;1;2;;;1;3
500100;5,001E+12;Feminino;Superior Completo;Pedagoga(o);Servidor(a) Temporária(o);Coordenador(a);De 31 a 40 horas semanais;17/10/2023;5001003;Mato Grosso do Sul;Região Centro Oeste;Aparecida do Taboado;2750,15;27674;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;;;3;1;1;;;1;2;;;1;3
500190;5,0019E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Coordenador(a);De 31 a 40 horas semanais;28/06/2018;5001904;Mato Grosso do Sul;Região Centro Oeste;Bataguassu;2417,599;23031;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;2;;1;;;1;2;;;;2
500190;5,0019E+12;Masculino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;28/10/2021;5001904;Mato Grosso do Sul;Região Centro Oeste;Bataguassu;2417,599;23031;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;2;;1;;;1;2;;;;2
500240;5,0024E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;15/02/2022;5002407;Mato Grosso do Sul;Região Centro Oeste;Caarapó;2089,6;30612;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;3;;1;;;2;3;;;;3
500240;5,0024E+12;Feminino;Especialização;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;15/02/2022;5002407;Mato Grosso do Sul;Região Centro Oeste;Caarapó;2089,6;30612;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;3;;1;;;2;3;;;;3
500240;5,0024E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Coordenador(a);De 31 a 40 horas semanais;01/02/2022;5002407;Mato Grosso do Sul;Região Centro Oeste;Caarapó;2089,6;30612;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;3;;1;;;2;3;;;;3
500260;5,0026E+12;Feminino;Especialização;Assistente Social;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 11 a 20 horas semanais;19/10/2023;5002605;Mato Grosso do Sul;Região Centro Oeste;Camapuã;6229,615;13583;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;2;;1;;;1;1;;;1;2
500260;5,0026E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Coordenador(a);De 31 a 40 horas semanais;03/05/2016;5002605;Mato Grosso do Sul;Região Centro Oeste;Camapuã;6229,615;13583;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;2;;1;;;1;1;;;1;2
500270;5,0027E+12;Feminino;Superior Completo;Advogada(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/03/2020;5002704;Mato Grosso do Sul;Região Centro Oeste;Campo Grande;8092,951;898100;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;Advogado;;;;;Outros vínculos não permanentes;;;3;;2;;1;;1;;1;1;3
500270;5,0027E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;03/06/2019;5002704;Mato Grosso do Sul;Região Centro Oeste;Campo Grande;8092,951;898100;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;3;;2;;1;;1;;1;1;3
500270;5,0027E+12;Feminino;Especialização;Assistente Social;Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;01/12/2023;5002704;Mato Grosso do Sul;Região Centro Oeste;Campo Grande;8092,951;898100;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Comissionado;;;Nível Superior;;Assistente Social;;;;;;Comissionado;;;;3;;2;;1;;1;;1;1;3
500295;5,00295E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 11 a 20 horas semanais;25/10/2019;5002951;Mato Grosso do Sul;Região Centro Oeste;Chapadão do Sul;3248,12;30993;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;3;;2;;;1;3;;;;3
500295;5,00295E+12;Feminino;Especialização;Assistente Social;Servidor(a) Estatutária(o);Coordenador(a);De 11 a 20 horas semanais;05/02/2021;5002951;Mato Grosso do Sul;Região Centro Oeste;Chapadão do Sul;3248,12;30993;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;3;;2;;;1;3;;;;3
500295;5,00295E+12;Feminino;Especialização;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 11 a 20 horas semanais;25/10/2019;5002951;Mato Grosso do Sul;Região Centro Oeste;Chapadão do Sul;3248,12;30993;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;3;;2;;;1;3;;;;3
500310;5,0031E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;05/07/2023;5003108;Mato Grosso do Sul;Região Centro Oeste;Corguinho;2638,168;4783;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;1;;1;;;;;;;1;1
500330;5,0033E+12;Masculino;Especialização;Pedagoga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;10/03/2023;5003306;Mato Grosso do Sul;Região Centro Oeste;Coxim;6409,224;32151;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;Pedagogo;;;;;Servidor Estatutário;;;;;;2;1;1;;;;2;;;;2
500330;5,0033E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;10/01/2023;5003306;Mato Grosso do Sul;Região Centro Oeste;Coxim;6409,224;32151;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;2;1;1;;;;2;;;;2
500345;5,00345E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;09/11/2022;5003454;Mato Grosso do Sul;Região Centro Oeste;Deodápolis;831,21;13663;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;2;;1;;;1;1;;;1;2
500345;5,00345E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;09/11/2022;5003454;Mato Grosso do Sul;Região Centro Oeste;Deodápolis;831,21;13663;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;2;;1;;;1;1;;;1;2
500370;5,0037E+12;Feminino;Especialização;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;10/05/2018;5003702;Mato Grosso do Sul;Região Centro Oeste;Dourados;4086,237;243367;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;1;4;1;1;;;1;4;;1;;5
500370;5,0037E+12;Masculino;Médio Completo;Profissional de nível médio;Comissionada(o);Motorista;De 21 a 30 horas semanais;14/02/2022;5003702;Mato Grosso do Sul;Região Centro Oeste;Dourados;4086,237;243367;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Comissionado;;Nível Médio;;;;;;;;;Comissionado;;;1;4;1;1;;;1;4;;1;;5
500370;5,0037E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;06/02/2019;5003702;Mato Grosso do Sul;Região Centro Oeste;Dourados;4086,237;243367;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;1;4;1;1;;;1;4;;1;;5
500370;5,0037E+12;Masculino;Superior Completo;Profissional de nível médio;Servidor(a) Estatutária(o);Apoio Administrativo;De 21 a 30 horas semanais;01/01/2021;5003702;Mato Grosso do Sul;Região Centro Oeste;Dourados;4086,237;243367;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;;1;4;1;1;;;1;4;;1;;5
500370;5,0037E+12;Feminino;Especialização;Pedagoga(o);Servidor(a) Estatutária(o);Coordenador(a);De 21 a 30 horas semanais;01/02/2021;5003702;Mato Grosso do Sul;Região Centro Oeste;Dourados;4086,237;243367;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;Pedagogo;;;;;Servidor Estatutário;;;;;1;4;1;1;;;1;4;;1;;5
500380;5,0038E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Coordenador(a);De 21 a 30 horas semanais;09/08/2016;5003801;Mato Grosso do Sul;Região Centro Oeste;Fátima do Sul;315,16;20609;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;2;;1;;;1;2;;;;2
500380;5,0038E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;09/08/2016;5003801;Mato Grosso do Sul;Região Centro Oeste;Fátima do Sul;315,16;20609;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;2;;1;;;1;2;;;;2
500430;5,0043E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Coordenador(a);De 11 a 20 horas semanais;31/05/2022;5004304;Mato Grosso do Sul;Região Centro Oeste;Iguatemi;2946,517;13808;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;1;;1;;;;;;;1;1
500510;5,0051E+12;Feminino;Médio Completo;Sem formação profissional;Servidor(a) Estatutária(o);Apoio Administrativo;De 31 a 40 horas semanais;15/02/2003;5005103;Mato Grosso do Sul;Região Centro Oeste;Jateí;1927,949;3586;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;;1;2;;1;;;1;3;;;;3
500510;5,0051E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;08/03/2016;5005103;Mato Grosso do Sul;Região Centro Oeste;Jateí;1927,949;3586;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;1;2;;1;;;1;3;;;;3
500510;5,0051E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Coordenador(a);De 31 a 40 horas semanais;19/09/2016;5005103;Mato Grosso do Sul;Região Centro Oeste;Jateí;1927,949;3586;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;1;2;;1;;;1;3;;;;3
500525;5,00525E+12;Feminino;Especialização;Advogada(o);Comissionada(o);Técnico(a) de nível superior;Até 10 horas semanais;06/06/2022;5005251;Mato Grosso do Sul;Região Centro Oeste;Laguna Carapã;1734,068;6799;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Comissionado;;;Nível Superior;;;;Advogado;;;;Comissionado;;;1;4;;1;;1;1;3;;2;;5
500525;5,00525E+12;Feminino;Especialização;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 11 a 20 horas semanais;25/01/2021;5005251;Mato Grosso do Sul;Região Centro Oeste;Laguna Carapã;1734,068;6799;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;1;4;;1;;1;1;3;;2;;5
500525;5,00525E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;10/03/2020;5005251;Mato Grosso do Sul;Região Centro Oeste;Laguna Carapã;1734,068;6799;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;1;4;;1;;1;1;3;;2;;5
500525;5,00525E+12;Feminino;Superior Incompleto;Profissional de nível médio;Comissionada(o);Educador(a) Social;De 31 a 40 horas semanais;26/02/2021;5005251;Mato Grosso do Sul;Região Centro Oeste;Laguna Carapã;1734,068;6799;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Comissionado;;Nível Médio;;;;;;;;;Comissionado;;;1;4;;1;;1;1;3;;2;;5
500525;5,00525E+12;Feminino;Superior Completo;Outra formação de nível superior;Servidor(a) Estatutária(o);Coordenador(a);De 31 a 40 horas semanais;20/03/2023;5005251;Mato Grosso do Sul;Região Centro Oeste;Laguna Carapã;1734,068;6799;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;;1;4;;1;;1;1;3;;2;;5
500600;5,006E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/09/2017;5006002;Mato Grosso do Sul;Região Centro Oeste;Nova Alvorada do Sul;4019,323;21822;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;3;;1;;;1;2;;1;;3
500600;5,006E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;08/03/2021;5006002;Mato Grosso do Sul;Região Centro Oeste;Nova Alvorada do Sul;4019,323;21822;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;3;;1;;;1;2;;1;;3
