IBGE;NU_IDENTIFICADOR;q48_3;q48_9;q48_10;q48_11;q48_12;q48_13;IBGE7;UF;Regiao;Município;areaKm2;Pop_total_2022;Porte_pop2022;Q_incompleto;q7;DataCenso;DataCenso_2023;d48_2_Faixas_etarias;d48_9;d48_11;d48_9bin1;d48_9bin2;d48_9bin3;d48_10bin1;d48_10bin2;d48_10bin3;d48_10bin4;d48_10bin5;d48_11bin1;d48_11bin2;d48_11bin3;d48_11bin4;d48_9bin1_sum;d48_9bin2_sum;d48_9bin3_sum;d48_10bin1_sum;d48_10bin2_sum;d48_10bin3_sum;d48_10bin4_sum;d48_10bin5_sum;d48_11bin1_sum;d48_11bin2_sum;d48_11bin3_sum;d48_11bin4_sum;nu_familias_acolhedoras
420830;4,2083E+12;Feminino;Superior Incompleto;Outra formação de nível superior;Voluntária(o);Família Acolhedora;13/05/2023;4208302;Santa Catarina;Região Sul;Itapema;57,803;SC;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;2;;;;;;;;;;2;2
420880;4,2088E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;10/08/2023;4208807;Santa Catarina;Região Sul;Jaguaruna;328,347;SC;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;1;3;;;;;;;;;8;8
420880;4,2088E+12;Feminino;Superior Completo;Outra formação de nível superior;Voluntária(o);Família Acolhedora;31/07/2023;4208807;Santa Catarina;Região Sul;Jaguaruna;328,347;SC;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;4;1;3;;;;;;;;;8;8
420880;4,2088E+12;Feminino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;06/02/2023;4208807;Santa Catarina;Região Sul;Jaguaruna;328,347;SC;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;1;3;;;;;;;;;8;8
420880;4,2088E+12;Feminino;Superior Completo;Outra formação de nível superior;Voluntária(o);Família Acolhedora;29/06/2023;4208807;Santa Catarina;Região Sul;Jaguaruna;328,347;SC;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;4;1;3;;;;;;;;;8;8
420880;4,2088E+12;Feminino;Superior Completo;Outra formação de nível superior;Voluntária(o);Família Acolhedora;29/06/2023;4208807;Santa Catarina;Região Sul;Jaguaruna;328,347;SC;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;4;1;3;;;;;;;;;8;8
420880;4,2088E+12;Feminino;Médio Incompleto;Sem formação profissional;Voluntária(o);Família Acolhedora;15/08/2003;4208807;Santa Catarina;Região Sul;Jaguaruna;328,347;SC;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;1;3;;;;;;;;;8;8
420880;4,2088E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;20/08/2021;4208807;Santa Catarina;Região Sul;Jaguaruna;328,347;SC;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;1;3;;;;;;;;;8;8
420880;4,2088E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;20/08/2021;4208807;Santa Catarina;Região Sul;Jaguaruna;328,347;SC;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;1;3;;;;;;;;;8;8
420890;4,2089E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;27/09/2021;4208906;Santa Catarina;Região Sul;Jaraguá do Sul;529,447;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;1;6;6;1;;;1;1;;;;13;13
420890;4,2089E+12;Feminino;Superior Completo;Sem formação profissional;Voluntária(o);Família Acolhedora;14/09/2019;4208906;Santa Catarina;Região Sul;Jaraguá do Sul;529,447;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;1;6;6;1;;;1;1;;;;13;13
420890;4,2089E+12;Masculino;Superior Incompleto;Profissional de nível médio;Voluntária(o);Família Acolhedora;14/12/2017;4208906;Santa Catarina;Região Sul;Jaraguá do Sul;529,447;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;1;6;6;1;;;1;1;;;;13;13
420890;4,2089E+12;Feminino;Superior Completo;Advogada(o);Voluntária(o);Família Acolhedora;08/12/2017;4208906;Santa Catarina;Região Sul;Jaraguá do Sul;529,447;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;Advogado;;;;;Outros vínculos não permanentes;1;6;6;1;;;1;1;;;;13;13
420890;4,2089E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;09/11/2022;4208906;Santa Catarina;Região Sul;Jaraguá do Sul;529,447;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;1;6;6;1;;;1;1;;;;13;13
420890;4,2089E+12;Feminino;Superior Completo;Psicóloga(o);Sem Vínculo;Família Acolhedora;21/03/2022;4208906;Santa Catarina;Região Sul;Jaraguá do Sul;529,447;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;1;6;6;1;;;1;1;;;;13;13
420890;4,2089E+12;Feminino;Superior Incompleto;Outra formação de nível superior;Voluntária(o);Família Acolhedora;30/05/2020;4208906;Santa Catarina;Região Sul;Jaraguá do Sul;529,447;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;1;6;6;1;;;1;1;;;;13;13
420890;4,2089E+12;Feminino;Especialização;Pedagoga(o);Voluntária(o);Família Acolhedora;30/05/2020;4208906;Santa Catarina;Região Sul;Jaraguá do Sul;529,447;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;1;6;6;1;;;1;1;;;;13;13
420890;4,2089E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;28/07/2022;4208906;Santa Catarina;Região Sul;Jaraguá do Sul;529,447;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;1;6;6;1;;;1;1;;;;13;13
420890;4,2089E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;06/07/2019;4208906;Santa Catarina;Região Sul;Jaraguá do Sul;529,447;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;1;6;6;1;;;1;1;;;;13;13
420890;4,2089E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;09/11/2022;4208906;Santa Catarina;Região Sul;Jaraguá do Sul;529,447;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;1;6;6;1;;;1;1;;;;13;13
420890;4,2089E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;28/03/2015;4208906;Santa Catarina;Região Sul;Jaraguá do Sul;529,447;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1;6;6;1;;;1;1;;;;13;13
420890;4,2089E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;06/07/2019;4208906;Santa Catarina;Região Sul;Jaraguá do Sul;529,447;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;1;6;6;1;;;1;1;;;;13;13
420895;4,20895E+12;Feminino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;01/04/2022;4208955;Santa Catarina;Região Sul;Jardinópolis;67,683;SC;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;1;;;;;;;;;;1;1
420910;4,2091E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;07/12/2022;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;29/05/2023;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;07/07/2022;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Completo;Enfermeira(o);Sem Vínculo;Família Acolhedora;29/09/2023;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;09/12/2021;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;09/05/2019;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/08/2022;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;19/10/2023;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;07/12/2022;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;19/10/2023;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;25/04/2022;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;19/10/2023;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;09/12/2021;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;04/12/2020;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;29/09/2023;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;21/12/2022;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Completo;Assistente Social;Sem Vínculo;Família Acolhedora;27/02/2023;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Completo;Fisioterapeuta;Sem Vínculo;Família Acolhedora;18/03/2019;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;15/05/2023;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;05/06/2023;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;16/12/2022;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Completo;Pedagoga(o);Sem Vínculo;Família Acolhedora;05/06/2023;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Completo;Nutricionista;Sem Vínculo;Família Acolhedora;25/04/2022;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;05/09/2022;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;25/04/2022;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;19/10/2023;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;21/12/2022;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;07/05/2008;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Completo;Pedagoga(o);Sem Vínculo;Família Acolhedora;09/01/2023;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;21/12/2022;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;13/11/2023;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;16/09/2019;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
420910;4,2091E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;30/09/2020;4209102;Santa Catarina;Região Sul;Joinville;1126,106;SC;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;7;12;23;3;1;;;;;;;42;42
